soc_code,general_occupation,subtype,occupational_title,estimated_employment_2014,projected_employment_2024,percent_change_2014_2024,annual_average_percent_change,new_jobs,replace_ment_needs,total_jobs,median_hourly,median_annual,entry_level_education,work_experience,on_the_job_training
11_1011,Management Occupations,Top Executives,Chief Executives,43e3,45500,5.8,0.6,250,730,980,NA,NA,Bachelor's degree,More than 5 years,Apprenticeship
11_1021,Management Occupations,Top Executives,General and Operations Managers,268700,310700,15.6,1.6,4200,6800,11e3,51.47,107073,Bachelor's degree,More than 5 years,Apprenticeship
11_1031,Management Occupations,Top Executives,Legislators,3100,3100,0,0,0,70,70,6,56018,Bachelor's degree,Less than 5 years,Apprenticeship
11_2011,Management Occupations,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Advertising and Promotions Managers,4100,4700,14.6,1.5,70,130,200,47.97,99787,Bachelor's degree,Less than 5 years,Apprenticeship
11_2021,Management Occupations,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Marketing Managers,33300,40600,21.9,2.2,720,790,1510,75.28,156572,Bachelor's degree,More than 5 years,Apprenticeship
11_2022,Management Occupations,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Sales Managers,67700,76400,12.9,1.3,870,1600,2470,55.05,114492,Bachelor's degree,Less than 5 years,Apprenticeship
11_2031,Management Occupations,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",Public Relations and Fundraising Managers,6900,8e3,15.9,1.6,110,240,350,57.7,119998,Bachelor's degree,More than 5 years,Apprenticeship
11_3011,Management Occupations,Operations Specialties Managers,Administrative Services Managers,41300,47600,15.3,1.5,640,770,1410,45.349999999999994,94332,Bachelor's degree,Less than 5 years,Apprenticeship
11_3021,Management Occupations,Operations Specialties Managers,Computer and Information Systems Managers,50100,65300,30.3,3,1530,590,2120,75.67999999999999,157401,Bachelor's degree,More than 5 years,Apprenticeship
11_3031,Management Occupations,Operations Specialties Managers,Financial Managers,74800,84500,13,1.3,970,1770,2740,63.730000000000004,132575,Bachelor's degree,More than 5 years,Apprenticeship
11_3051,Management Occupations,Operations Specialties Managers,Industrial Production Managers,19600,20400,4.1,0.4,90,560,640,47.68,99163,Bachelor's degree,More than 5 years,Apprenticeship
11_3061,Management Occupations,Operations Specialties Managers,Purchasing Managers,8600,9500,10.5,1,90,200,290,54.61,113582,Bachelor's degree,More than 5 years,Apprenticeship
11_3071,Management Occupations,Operations Specialties Managers,"Transportation, Storage, and Distribution Managers",15100,17200,13.9,1.4,210,330,540,43.230000000000004,89911,High school diploma or equivalent,More than 5 years,Apprenticeship
11_3111,Management Occupations,Operations Specialties Managers,Compensation and Benefits Managers,1600,1900,18.8,1.9,20,50,70,63.43,131930,Bachelor's degree,More than 5 years,Apprenticeship
11_3121,Management Occupations,Operations Specialties Managers,Human Resources Managers,15800,18600,17.7,1.8,280,460,740,58.98,122659,Bachelor's degree,More than 5 years,Apprenticeship
11_3131,Management Occupations,Operations Specialties Managers,Training and Development Managers,3200,3800,18.8,1.9,60,90,150,58.24,121134,Bachelor's degree,More than 5 years,Apprenticeship
11_9013,Management Occupations,Other Management Occupations,"Farmers, Ranchers, and Other Agricultural Managers",107800,129e3,19.7,2,2120,1840,3960,34.75,72289,High school diploma or equivalent,More than 5 years,Apprenticeship
11_9021,Management Occupations,Other Management Occupations,Construction Managers,46900,55900,19.2,1.9,900,660,1550,47.9,99644,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
11_9031,Management Occupations,Other Management Occupations,"Education Administrators, Preschool and Childcare Center/Program",8800,9500,8,0.8,70,260,330,25.37,52764,Bachelor's degree,Less than 5 years,Apprenticeship
11_9032,Management Occupations,Other Management Occupations,"Education Administrators, Elementary and Secondary School",19800,21700,9.6,1,190,580,760,6,113449,Master's degree,More than 5 years,Apprenticeship
11_9033,Management Occupations,Other Management Occupations,"Education Administrators, Postsecondary",17400,20400,17.2,1.7,310,510,810,50.690000000000005,105436,Master's degree,Less than 5 years,Apprenticeship
11_9039,Management Occupations,Other Management Occupations,"Education Administrators, All Other",4800,5600,16.7,1.7,90,140,230,44.43,92419,Bachelor's degree,Less than 5 years,Apprenticeship
11_9041,Management Occupations,Other Management Occupations,Architectural and Engineering Managers,30300,33400,10.2,1,310,930,1240,76.58,159284,Bachelor's degree,More than 5 years,Apprenticeship
11_9051,Management Occupations,Other Management Occupations,Food Service Managers,52800,65700,24.4,2.4,1290,1060,2350,22.52,46849,High school diploma or equivalent,Less than 5 years,Apprenticeship
11_9061,Management Occupations,Other Management Occupations,Funeral Service Managers,1900,2e3,5.3,0.5,10,40,50,29.32,60992,Associate's degree,Less than 5 years,Apprenticeship
11_9081,Management Occupations,Other Management Occupations,Lodging Managers,6700,7200,7.5,0.7,50,130,180,26.479999999999997,55097,High school diploma or equivalent,Less than 5 years,Apprenticeship
11_9111,Management Occupations,Other Management Occupations,Medical and Health Services Managers,31e3,37200,20,2,620,780,1400,57.89,120407,Bachelor's degree,Less than 5 years,Apprenticeship
11_9121,Management Occupations,Other Management Occupations,Natural Sciences Managers,8700,10500,20.7,2.1,180,180,360,70.86,147373,Bachelor's degree,More than 5 years,Apprenticeship
11_9141,Management Occupations,Other Management Occupations,"Property, Real Estate, and Community Association Managers",48500,54700,12.8,1.3,620,840,1460,29.610000000000003,61585,High school diploma or equivalent,Less than 5 years,Apprenticeship
11_9151,Management Occupations,Other Management Occupations,Social and Community Service Managers,16100,19e3,18,1.8,290,430,720,32.97,68585,Bachelor's degree,More than 5 years,Apprenticeship
11_9199,Management Occupations,Other Management Occupations,"Managers, All Other",100500,113600,13,1.3,1310,2220,3530,60.06,124930,Bachelor's degree,Less than 5 years,Apprenticeship
13_1011,Business and Financial Operations Occupations,Business Operations Specialists,"Agents and Business Managers of Artists, Performers, and Athletes",7500,9900,32,3.2,230,240,480,36.449999999999996,75820,Bachelor's degree,Less than 5 years,Apprenticeship
13_1021,Business and Financial Operations Occupations,Business Operations Specialists,"Buyers and Purchasing Agents, Farm Products",1800,2100,16.7,1.7,30,40,60,31.02,64522,Bachelor's degree,No experience necessary,Long-term on-the-job-training
13_1022,Business and Financial Operations Occupations,Business Operations Specialists,"Wholesale and Retail Buyers, Except Farm Products",19300,21700,12.4,1.2,240,610,850,25.759999999999998,53572,Bachelor's degree,No experience necessary,Long-term on-the-job-training
13_1023,Business and Financial Operations Occupations,Business Operations Specialists,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",33700,36800,9.2,0.9,310,930,1240,33.41,69506,Bachelor's degree,No experience necessary,Long-term on-the-job-training
13_1031,Business and Financial Operations Occupations,Business Operations Specialists,"Claims Adjusters, Examiners, and Investigators",28900,30400,5.2,0.5,150,720,870,33.91,70550,High school diploma or equivalent,No experience necessary,Long-term on-the-job-training
13_1032,Business and Financial Operations Occupations,Business Operations Specialists,"Insurance Appraisers, Auto Damage",1800,1500,-16.7,-1.7,0,40,40,32.06,66681,Postsecondary non-degree award,No experience necessary,Moderate-term on-the-job-training
13_1041,Business and Financial Operations Occupations,Business Operations Specialists,Compliance Officers,32500,35800,10.2,1,330,460,790,37.349999999999994,77693,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
13_1051,Business and Financial Operations Occupations,Business Operations Specialists,Cost Estimators,25600,31700,23.8,2.4,620,730,1340,31.97,66497,Bachelor's degree,No experience necessary,Apprenticeship
13_1071,Business and Financial Operations Occupations,Business Operations Specialists,Human Resources Specialists,54400,62100,14.2,1.4,770,1330,2090,33.2,69045,Bachelor's degree,No experience necessary,Apprenticeship
13_1075,Business and Financial Operations Occupations,Business Operations Specialists,Labor Relations Specialists,8800,8700,-1.1,-0.1,0,220,220,39.839999999999996,82871,Bachelor's degree,Less than 5 years,Apprenticeship
13_1081,Business and Financial Operations Occupations,Business Operations Specialists,Logisticians,15300,17800,16.3,1.6,250,210,460,41.09,85460,Bachelor's degree,No experience necessary,Apprenticeship
13_1111,Business and Financial Operations Occupations,Business Operations Specialists,Management Analysts,119e3,146900,23.4,2.3,2790,1650,4440,41.18,85644,Bachelor's degree,Less than 5 years,Apprenticeship
13_1121,Business and Financial Operations Occupations,Business Operations Specialists,"Meeting, Convention, and Event Planners",12400,14500,16.9,1.7,210,150,360,25.12,52262,Bachelor's degree,No experience necessary,Apprenticeship
13_1131,Business and Financial Operations Occupations,Business Operations Specialists,Fundraisers,6800,7800,14.7,1.5,100,100,190,28.95,60214,Bachelor's degree,No experience necessary,Apprenticeship
13_1141,Business and Financial Operations Occupations,Business Operations Specialists,"Compensation, Benefits, and Job Analysis Specialists",10500,11900,13.3,1.3,130,260,390,33.4,69475,Bachelor's degree,Less than 5 years,Apprenticeship
13_1151,Business and Financial Operations Occupations,Business Operations Specialists,Training and Development Specialists,23100,27600,19.5,1.9,450,560,1010,33.39,69455,Bachelor's degree,Less than 5 years,Apprenticeship
13_1161,Business and Financial Operations Occupations,Business Operations Specialists,Market Research Analysts and Marketing Specialists,81100,107300,32.3,3.2,2620,970,3580,35.32,73446,Bachelor's degree,No experience necessary,Apprenticeship
13_1199,Business and Financial Operations Occupations,Business Operations Specialists,"Business Operations Specialists, All Other",130900,150700,15.1,1.5,1980,1560,3540,36.65,76229,Bachelor's degree,No experience necessary,Apprenticeship
13_2011,Business and Financial Operations Occupations,Financial Specialists,Accountants and Auditors,156400,184400,17.9,1.8,2800,4170,6970,35.94,74745,Bachelor's degree,No experience necessary,Apprenticeship
13_2021,Business and Financial Operations Occupations,Financial Specialists,Appraisers and Assessors of Real Estate,5600,6e3,7.1,0.7,40,90,130,37.59,78194,Bachelor's degree,No experience necessary,Long-term on-the-job-training
13_2031,Business and Financial Operations Occupations,Financial Specialists,Budget Analysts,7500,8200,9.3,0.9,70,190,260,39.47,82103,Bachelor's degree,No experience necessary,Apprenticeship
13_2041,Business and Financial Operations Occupations,Financial Specialists,Credit Analysts,7400,8400,13.5,1.4,100,320,420,36.96,76884,Bachelor's degree,No experience necessary,Apprenticeship
13_2051,Business and Financial Operations Occupations,Financial Specialists,Financial Analysts,34e3,40700,19.7,2,670,700,1370,46.53,96788,Bachelor's degree,No experience necessary,Apprenticeship
13_2052,Business and Financial Operations Occupations,Financial Specialists,Personal Financial Advisors,28500,35300,23.9,2.4,680,720,1390,47.809999999999995,99439,Bachelor's degree,No experience necessary,Long-term on-the-job-training
13_2053,Business and Financial Operations Occupations,Financial Specialists,Insurance Underwriters,6600,6100,-7.6,-0.8,0,120,120,32.27,67111,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
13_2061,Business and Financial Operations Occupations,Financial Specialists,Financial Examiners,4300,4900,14,1.4,60,110,170,43.660000000000004,90802,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
13_2071,Business and Financial Operations Occupations,Financial Specialists,Credit Counselors,4300,5300,23.3,2.3,100,70,170,24.01,49929,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
13_2072,Business and Financial Operations Occupations,Financial Specialists,Loan Officers,35300,41e3,16.1,1.6,570,590,1160,36.18,75247,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
13_2081,Business and Financial Operations Occupations,Financial Specialists,"Tax Examiners and Collectors, and Revenue Agents",8500,8500,0,0,0,350,350,28.04,58331,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
13_2082,Business and Financial Operations Occupations,Financial Specialists,Tax Preparers,12700,13400,5.5,0.6,70,320,390,24.419999999999998,50789,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
13_2099,Business and Financial Operations Occupations,Financial Specialists,"Financial Specialists, All Other",14800,16100,8.8,0.9,130,150,280,33.17,68984,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
15_1111,Computer and Mathematical Occupations,Computer Occupations,Computer and Information Research Scientists,5400,6700,24.1,2.4,140,70,210,57.58,119771,Doctoral or professional degree,No experience necessary,Apprenticeship
15_1121,Computer and Mathematical Occupations,Computer Occupations,Computer Systems Analysts,75500,102200,35.4,3.5,2670,970,3640,46.17,96042,Bachelor's degree,No experience necessary,Apprenticeship
15_1122,Computer and Mathematical Occupations,Computer Occupations,Information Security Analysts,8e3,10100,26.3,2.6,210,100,320,52.3,108784,Bachelor's degree,Less than 5 years,Apprenticeship
15_1131,Computer and Mathematical Occupations,Computer Occupations,Computer Programmers,39700,40600,2.3,0.2,90,980,1070,43.58,90655,Bachelor's degree,No experience necessary,Apprenticeship
15_1132,Computer and Mathematical Occupations,Computer Occupations,"Software Developers, Applications",121200,172700,42.5,4.2,5140,1730,6880,58.4,121475,Bachelor's degree,No experience necessary,Apprenticeship
15_1133,Computer and Mathematical Occupations,Computer Occupations,"Software Developers, Systems Software",82500,103600,25.6,2.6,2110,1180,3290,60.56,125949,Bachelor's degree,No experience necessary,Apprenticeship
15_1134,Computer and Mathematical Occupations,Computer Occupations,Web Developers,24200,35900,48.3,4.8,1170,310,1480,37.290000000000006,77568,Associate's degree,No experience necessary,Apprenticeship
15_1141,Computer and Mathematical Occupations,Computer Occupations,Database Administrators,12100,15e3,24,2.4,300,260,560,45.879999999999995,95413,Bachelor's degree,Less than 5 years,Apprenticeship
15_1142,Computer and Mathematical Occupations,Computer Occupations,Network and Computer Systems Administrators,43100,52e3,20.6,2.1,900,550,1450,43.33,90117,Bachelor's degree,No experience necessary,Apprenticeship
15_1143,Computer and Mathematical Occupations,Computer Occupations,Computer Network Architects,14200,17900,26.1,2.6,360,180,550,61.65,128242,Bachelor's degree,More than 5 years,Apprenticeship
15_1151,Computer and Mathematical Occupations,Computer Occupations,Computer User Support Specialists,62200,77500,24.6,2.5,1530,800,2330,28.150000000000002,58557,"Some college, no degree",No experience necessary,Apprenticeship
15_1152,Computer and Mathematical Occupations,Computer Occupations,Computer Network Support Specialists,19700,23600,19.8,2,390,250,640,36.379999999999995,75681,Associate's degree,No experience necessary,Apprenticeship
15_1199,Computer and Mathematical Occupations,Computer Occupations,"Computer Occupations, All Other",25e3,3e4,20,2,490,320,820,44.690000000000005,92958,Bachelor's degree,No experience necessary,Apprenticeship
15_2011,Computer and Mathematical Occupations,Mathematical Science Occupations,Actuaries,1500,1900,26.7,2.7,40,40,90,49,101926,Bachelor's degree,No experience necessary,Long-term on-the-job-training
15_2031,Computer and Mathematical Occupations,Mathematical Science Occupations,Operations Research Analysts,12500,17800,42.4,4.2,540,220,760,44.03,91568,Bachelor's degree,No experience necessary,Apprenticeship
15_2041,Computer and Mathematical Occupations,Mathematical Science Occupations,Statisticians,4e3,5800,45,4.5,180,70,250,40.120000000000005,83462,Master's degree,No experience necessary,Apprenticeship
17_1011,Architecture and Engineering Occupations,"Architects, Surveyors, and Cartographers","Architects, Except Landscape and Naval",15400,16900,9.7,1,150,250,400,42.93,89306,Bachelor's degree,No experience necessary,Internship/Residency
17_1012,Architecture and Engineering Occupations,"Architects, Surveyors, and Cartographers",Landscape Architects,4200,4500,7.1,0.7,30,70,100,35.18,73186,Bachelor's degree,No experience necessary,Internship/Residency
17_1021,Architecture and Engineering Occupations,"Architects, Surveyors, and Cartographers",Cartographers and Photogrammetrists,1800,2600,44.4,4.4,80,60,130,34.97,72729,Bachelor's degree,No experience necessary,Apprenticeship
17_1022,Architecture and Engineering Occupations,"Architects, Surveyors, and Cartographers",Surveyors,4300,4400,2.3,0.2,0,140,140,41.1,85491,Bachelor's degree,Less than 5 years,Apprenticeship
17_2011,Architecture and Engineering Occupations,Engineers,Aerospace Engineers,13400,14300,6.7,0.7,90,380,470,55.96,116393,Bachelor's degree,No experience necessary,Apprenticeship
17_2031,Architecture and Engineering Occupations,Engineers,Biomedical Engineers,5600,7900,41.1,4.1,230,150,380,47.67,99157,Bachelor's degree,No experience necessary,Apprenticeship
17_2041,Architecture and Engineering Occupations,Engineers,Chemical Engineers,2400,2800,16.7,1.7,50,70,110,49.02,101957,Bachelor's degree,No experience necessary,Apprenticeship
17_2051,Architecture and Engineering Occupations,Engineers,Civil Engineers,41e3,46e3,12.2,1.2,500,1210,1710,48.64,101175,Bachelor's degree,No experience necessary,Apprenticeship
17_2061,Architecture and Engineering Occupations,Engineers,Computer Hardware Engineers,26700,32600,22.1,2.2,600,550,1140,63.4,131874,Bachelor's degree,No experience necessary,Apprenticeship
17_2071,Architecture and Engineering Occupations,Engineers,Electrical Engineers,24300,26800,10.3,1,250,540,790,55.68,115804,Bachelor's degree,No experience necessary,Apprenticeship
17_2072,Architecture and Engineering Occupations,Engineers,"Electronics Engineers, Except Computer",31700,33600,6,0.6,190,700,890,54.379999999999995,113106,Bachelor's degree,No experience necessary,Apprenticeship
17_2081,Architecture and Engineering Occupations,Engineers,Environmental Engineers,7100,8600,21.1,2.1,150,200,350,49.290000000000006,102525,Bachelor's degree,No experience necessary,Apprenticeship
17_2111,Architecture and Engineering Occupations,Engineers,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2900,3300,13.8,1.4,40,90,130,50.46,104970,Bachelor's degree,No experience necessary,Apprenticeship
17_2112,Architecture and Engineering Occupations,Engineers,Industrial Engineers,24700,27200,10.1,1,260,720,980,48.06,99968,Bachelor's degree,No experience necessary,Apprenticeship
17_2131,Architecture and Engineering Occupations,Engineers,Materials Engineers,3100,3400,9.7,1,30,110,140,53.83,111959,Bachelor's degree,No experience necessary,Apprenticeship
17_2141,Architecture and Engineering Occupations,Engineers,Mechanical Engineers,24100,27e3,12,1.2,290,760,1050,46.56,96833,Bachelor's degree,No experience necessary,Apprenticeship
17_2171,Architecture and Engineering Occupations,Engineers,Petroleum Engineers,2500,2500,0,0,0,70,70,59.18,123078,Bachelor's degree,No experience necessary,Apprenticeship
17_2199,Architecture and Engineering Occupations,Engineers,"Engineers, All Other",18500,21100,14.1,1.4,260,370,630,52.92,110072,Bachelor's degree,No experience necessary,Apprenticeship
17_3011,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Architectural and Civil Drafters,13900,14100,1.4,0.1,20,170,180,27.610000000000003,57451,Associate's degree,No experience necessary,Apprenticeship
17_3012,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Electrical and Electronics Drafters,5900,6600,11.9,1.2,80,70,150,28.88,60078,Associate's degree,No experience necessary,Apprenticeship
17_3013,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Mechanical Drafters,3900,3800,-2.6,-0.3,0,50,50,27.54,57299,Associate's degree,No experience necessary,Apprenticeship
17_3019,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Drafters, All Other",1300,1400,7.7,0.8,10,20,20,26.56,55249,Associate's degree,No experience necessary,Apprenticeship
17_3021,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Aerospace Engineering and Operations Technicians,2100,2300,9.5,1,20,50,70,35.51,73865,Associate's degree,No experience necessary,Apprenticeship
17_3022,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Civil Engineering Technicians,8400,9100,8.3,0.8,70,210,280,31.7,65932,Associate's degree,No experience necessary,Apprenticeship
17_3023,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Electrical and Electronics Engineering Technicians,22900,24400,6.6,0.7,150,560,710,31.8,66165,Associate's degree,No experience necessary,Apprenticeship
17_3024,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Electro-Mechanical Technicians,1900,2e3,5.3,0.5,10,50,50,25.27,52571,Associate's degree,No experience necessary,Apprenticeship
17_3025,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Environmental Engineering Technicians,2e3,2400,20,2,50,50,90,29.14,60596,Associate's degree,No experience necessary,Apprenticeship
17_3026,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Industrial Engineering Technicians,4100,4400,7.3,0.7,30,100,130,28.36,58972,Associate's degree,No experience necessary,Apprenticeship
17_3027,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Mechanical Engineering Technicians,4500,4700,4.4,0.4,30,110,140,29.85,62077,Associate's degree,No experience necessary,Apprenticeship
17_3029,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians","Engineering Technicians, Except Drafters, All Other",9200,10200,10.9,1.1,100,230,320,33.01,68671,Associate's degree,No experience necessary,Apprenticeship
17_3031,Architecture and Engineering Occupations,"Drafters, Engineering Technicians, and Mapping Technicians",Surveying and Mapping Technicians,3400,3300,-2.9,-0.3,0,40,40,30.259999999999998,62949,High school diploma or equivalent,No experience necessary,Moderate-term on-the-job-training
19_1012,"Life, Physical, and Social Science Occupations",Life Scientists,Food Scientists and Technologists,2400,2800,16.7,1.7,40,80,130,33.94,70599,Bachelor's degree,No experience necessary,Apprenticeship
19_1013,"Life, Physical, and Social Science Occupations",Life Scientists,Soil and Plant Scientists,2200,2800,27.3,2.7,60,80,140,32.620000000000005,67839,Bachelor's degree,No experience necessary,Apprenticeship
19_1021,"Life, Physical, and Social Science Occupations",Life Scientists,Biochemists and Biophysicists,5400,6800,25.9,2.6,150,140,290,48.6,101104,Doctoral or professional degree,No experience necessary,Apprenticeship
19_1022,"Life, Physical, and Social Science Occupations",Life Scientists,Microbiologists,5100,6100,19.6,2,100,140,240,41.24,85775,Bachelor's degree,No experience necessary,Apprenticeship
19_1023,"Life, Physical, and Social Science Occupations",Life Scientists,Zoologists and Wildlife Biologists,2500,3100,24,2.4,60,70,130,29.79,61945,Bachelor's degree,No experience necessary,Apprenticeship
19_1029,"Life, Physical, and Social Science Occupations",Life Scientists,"Biological Scientists, All Other",7900,9100,15.2,1.5,130,210,340,39.96,83117,Bachelor's degree,No experience necessary,Apprenticeship
19_1031,"Life, Physical, and Social Science Occupations",Life Scientists,Conservation Scientists,1200,1400,16.7,1.7,20,50,70,36.18,75245,Bachelor's degree,No experience necessary,Apprenticeship
19_1032,"Life, Physical, and Social Science Occupations",Life Scientists,Foresters,1100,1500,36.4,3.6,40,50,90,35.839999999999996,74555,Bachelor's degree,No experience necessary,Apprenticeship
19_1042,"Life, Physical, and Social Science Occupations",Life Scientists,"Medical Scientists, Except Epidemiologists",23400,28e3,19.7,2,460,730,1190,50.71,105497,Doctoral or professional degree,No experience necessary,Apprenticeship
19_1099,"Life, Physical, and Social Science Occupations",Life Scientists,"Life Scientists, All Other",2e3,2300,15,1.5,40,60,100,43.57,90635,Bachelor's degree,No experience necessary,Apprenticeship
19_2012,"Life, Physical, and Social Science Occupations",Physical Scientists,Physicists,2400,2900,20.8,2.1,50,50,100,52.92,110072,Doctoral or professional degree,No experience necessary,Apprenticeship
19_2031,"Life, Physical, and Social Science Occupations",Physical Scientists,Chemists,12400,14200,14.5,1.5,190,270,460,37.41,77822,Bachelor's degree,No experience necessary,Apprenticeship
19_2032,"Life, Physical, and Social Science Occupations",Physical Scientists,Materials Scientists,1200,1500,25,2.5,30,30,50,47.77,99359,Bachelor's degree,No experience necessary,Apprenticeship
19_2041,"Life, Physical, and Social Science Occupations",Physical Scientists,"Environmental Scientists and Specialists, Including Health",15800,19800,25.3,2.5,390,490,880,38.790000000000006,80683,Bachelor's degree,No experience necessary,Apprenticeship
19_2042,"Life, Physical, and Social Science Occupations",Physical Scientists,"Geoscientists, Except Hydrologists and Geographers",5e3,6100,22,2.2,110,160,260,45.53,94693,Bachelor's degree,No experience necessary,Apprenticeship
19_2099,"Life, Physical, and Social Science Occupations",Physical Scientists,"Physical Scientists, All Other",3100,3700,19.4,1.9,50,30,80,50.8,105649,Bachelor's degree,No experience necessary,Apprenticeship
19_3011,"Life, Physical, and Social Science Occupations",Social Scientists and Related Workers,Economists,2300,3e3,30.4,3,70,60,130,51.42,106958,Master's degree,No experience necessary,Apprenticeship
19_3022,"Life, Physical, and Social Science Occupations",Social Scientists and Related Workers,Survey Researchers,1800,2200,22.2,2.2,40,20,60,27.79,57796,Master's degree,No experience necessary,Apprenticeship
19_3031,"Life, Physical, and Social Science Occupations",Social Scientists and Related Workers,"Clinical, Counseling, and School Psychologists",27100,32900,21.4,2.1,580,580,1160,42.449999999999996,88291,Doctoral or professional degree,No experience necessary,Internship/Residency
19_3039,"Life, Physical, and Social Science Occupations",Social Scientists and Related Workers,"Psychologists, All Other",2e3,2300,15,1.5,30,40,80,51.39,106897,Master's degree,No experience necessary,Internship/Residency
19_3051,"Life, Physical, and Social Science Occupations",Social Scientists and Related Workers,Urban and Regional Planners,7e3,7800,11.4,1.1,80,130,210,38.43,79922,Master's degree,No experience necessary,Apprenticeship
19_3091,"Life, Physical, and Social Science Occupations",Social Scientists and Related Workers,Anthropologists and Archeologists,1900,2400,26.3,2.6,50,20,70,30.32,63081,Master's degree,No experience necessary,Apprenticeship
19_3099,"Life, Physical, and Social Science Occupations",Social Scientists and Related Workers,"Social Scientists and Related Workers, All Other",3900,4400,12.8,1.3,50,50,100,34.74,72242,Bachelor's degree,No experience necessary,Apprenticeship
19_4011,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians",Agricultural and Food Science Technicians,4300,5100,18.6,1.9,80,140,220,18.53,38561,Associate's degree,No experience necessary,Moderate-term on-the-job-training
19_4021,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians",Biological Technicians,12800,15200,18.8,1.9,240,360,590,24.18,50288,Bachelor's degree,No experience necessary,Apprenticeship
19_4031,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians",Chemical Technicians,6e3,6800,13.3,1.3,80,180,260,21.479999999999997,44668,Associate's degree,No experience necessary,Moderate-term on-the-job-training
19_4041,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians",Geological and Petroleum Technicians,1400,1500,7.1,0.7,20,50,70,31.04,64562,Associate's degree,No experience necessary,Moderate-term on-the-job-training
19_4061,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians",Social Science Research Assistants,3400,4100,20.6,2.1,70,140,220,24.82,51638,Bachelor's degree,No experience necessary,Apprenticeship
19_4091,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Environmental Science and Protection Technicians, Including Health",4400,5500,25,2.5,110,190,290,22.21,46190,Associate's degree,No experience necessary,Apprenticeship
19_4092,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians",Forensic Science Technicians,2200,2900,31.8,3.2,60,90,160,37.65,78319,Bachelor's degree,No experience necessary,Moderate-term on-the-job-training
19_4093,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians",Forest and Conservation Technicians,7400,7600,2.7,0.3,20,310,330,16.68,34686,Associate's degree,No experience necessary,Apprenticeship
19_4099,"Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Life, Physical, and Social Science Technicians, All Other",10100,11800,16.8,1.7,170,420,590,23.12,48077,Associate's degree,No experience necessary,Apprenticeship
21_1011,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Substance Abuse and Behavioral Disorder Counselors,9400,11100,18.1,1.8,170,200,370,18.1,37638,Bachelor's degree,No experience necessary,Apprenticeship
21_1012,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists","Educational, Guidance, School, and Vocational Counselors",30600,35400,15.7,1.6,480,640,1120,29.03,60393,Master's degree,No experience necessary,Apprenticeship
21_1013,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Marriage and Family Therapists,9100,11100,22,2.2,200,190,390,24.130000000000003,50197,Master's degree,No experience necessary,Internship/Residency
21_1014,Community and Social Service Occupations,"Counselors, Social Workers, and Other Community and Social Service Specialists",Mental Health Counselors,13700,16e3,16.8,1.7,230,290,520,20.35,42335,Master's degree,No experience necessary,Internship/Residency
